NUCCORE_ACC	NUCCORE_CreateDate	NUCCORE_GC	BIOSAMPLE_Host	BIOSAMPLE_Host_processed	BIOSAMPLE_IsolationSource	NUCCORE_Length	BIOSAMPLE_Location	BIOSAMPLE_SampleType	NUCCORE_Topology	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	TAXONOMY_class	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_taxon_name	TAXONOMY_order	TAXONOMY_phylum	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_superkingdom	D1	D2
NZ_CP061750.1	2020-09-28	0.5192678451139346	Ovis aries		finished sheep/lamb carcass in sales cooler	129153	USA: Midwest	Isolate	circular	43.411390999999995	-106.280075	USA,Midwest	IncFII_1, AY458016, |IncX1_1, EU370913, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.838956	3.5203032
NZ_CP061532.1	2020-09-26	0.4932673522151639			Beach water	85479	China: Hong Kong island	water sample	circular	22.243026999999998	114.18276399999999		IncFIB(K)_1, JN233704, |IncX1_1, EU370913, |IncFIA(HI1)_1, AF250878, 	IncF RST(F-:A-:B-):FIA(~8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	3.0384592999999995	0.75397986
NZ_CP061531.1	2020-09-26	0.46744364446334			Beach water	108197	China: Hong Kong island	water sample	circular	22.243026999999998	114.18276399999999		IncFIB(pLF82-PhagePlasmid)_1, CU638872, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	11.377707000000001	-9.212744
NZ_CP061340.1	2020-09-19	0.493869234506312	Homo sapiens		feces	137911	Australia		circular	-27.5	153		IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(~17);FIB(79?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.768725	2.7822554
NZ_CP061338.1	2020-09-19	0.4927092232008719	Homo sapiens		feces	135788	Australia		circular	-27.5	153		IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(~17);FIB(79?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.786131	2.7936254000000003
NZ_CP061330.1	2020-09-16	0.4855793371830278	Rattus norvegicus			127456	USA: Santa Barbara, UCSB animal house	Single bacteria	circular	34.4176308	-119.8677541	USA,Santa Barbara,UCSB animal house	IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(~67);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.9308624000000005	4.7713323
NZ_CP061207.1	2020-09-15	0.5146051208077894	Homo sapiens			116466	Sweden	Clinical Isolate	circular	59.67497120000001	14.5208584	Sweden	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, 	IncF RST(F51:A-:B10):FIA(-);FIB(10);FIC(-);FII(51);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.785325	4.892661
NZ_CP061188.1	2020-09-18	0.5037267193384393			feces	165427	China: Dafeng		circular	32.56	120.42		IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(--:A-:B-):FIA(5,6);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.6004305	3.2503333
NZ_CP061109.1	2020-12-31	0.5306310946908471	Homo sapiens			112598	Ghana: Western region	cell culture	circular	5.426124099999999	-2.1286574000000003	Ghana,Western region	IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.103317	5.2171636
NZ_CP061102.1	2020-12-31	0.5153602137073211	Homo sapiens			95832	Ghana: Western region	cell culture	circular	5.426124099999999	-2.1286574000000003	Ghana,Western region	IncFIB(AP001918)_1, AP001918, |ColKP3_1, JN205800, |Col(pHAD28)_1, KU674895, |IncFIC(FII)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(12?);FIC(~1);FII(~89);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8067713	2.8773825
NZ_CP060988.1	2022-03-15	0.5209125206652442	Homo sapiens		sputum	141542	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(58?);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.701841	3.1255755
NZ_CP060980.1	2022-03-16	0.5024220664501055	Homo sapiens		sputum	140376	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.3618765	3.0482737999999996
NZ_CP060975.1	2022-03-16	0.5247023756403163	Homo sapiens		urine	112054	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.29567	3.1259297999999998
NZ_CP060970.1	2022-03-16	0.5177778228505365	Homo sapiens		wound	147909	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.344557	3.1210446
NZ_CP060964.1	2022-03-16	0.511229637496681	Homo sapiens		urine	128054	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.299375999999999	3.0977639999999997
NZ_CP060955.1	2022-03-16	0.5181320648560176	Homo sapiens		urine	97755	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(20?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4522142	5.7001147
NZ_CP060948.1	2022-03-15	0.5224953617810759	Homo sapiens		urine	86240	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F33:A-:B-):FIA(-);FIB(-);FIC(5?);FII(33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O157:H7 str. EC10	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O157:H7_str._EC10 (996639)	Bacteria (2)	-7.386717999999999	3.8185322
NZ_CP060934.1	2022-03-15	0.4987754388010962	Homo sapiens		urine	137192	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(29?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.9785775999999995	2.7934563
NZ_CP060929.1	2022-03-15	0.510123958433429	Homo sapiens		urine	145694	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.277567	3.1091821
NZ_CP060925.1	2022-03-15	0.5088617937276099	Homo sapiens		wound	159110	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncN_1, AY046276, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)|IncN MLST(7):repN(3);traJ(4);korA(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.169156	3.1697664
NZ_CP060920.1	2022-03-15	0.4987794658796954	Homo sapiens		urine	137235	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(29?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.9951277	2.8380895
NZ_CP060915.1	2022-03-15	0.4987867526505629	Homo sapiens		urine	137235	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(29?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.9986820000000005	2.839497
NZ_CP060909.1	2022-03-15	0.5209510596780925	Homo sapiens		urine	88659	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.582950599999999	4.691331
NZ_CP060903.1	2022-03-15	0.5209517365809653	Homo sapiens		throat swab	88680	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.6086793	4.696485
NZ_CP060900.1	2022-03-15	0.517720499395892	Homo sapiens		urine	168844	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F24:A-:B-):FIA(-);FIB(58?);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.989940600000001	2.9127400000000003
NZ_CP060894.1	2022-03-15	0.5200336076755594	Homo sapiens		sputum	110689	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.6614966	4.5182953
NZ_CP060893.1	2022-03-15	0.5009243792392151	Homo sapiens		sputum	168221	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(K)_1, JN233704, |IncX3_1, JN247852, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	2.0628538	0.19144358
NZ_CP060886.1	2022-03-15	0.5209653772414571	Homo sapiens		urine	88670	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.604355	4.697185500000001
NZ_CP060882.1	2022-03-15	0.5077620069525495	Homo sapiens		urine	79683	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.503289700000001	4.260517
NZ_CP060874.1	2022-03-15	0.5177239475005379	Homo sapiens		urine	111544	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.671317599999999	4.68816
NZ_CP060868.1	2022-03-15	0.5309950562529245	Homo sapiens		urine	147459	China: Hangzhou		circular	30.248963399999997	120.20523419999999	China,Hangzhou	IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F36:A-:B-):FIA(4,20);FIB(-);FIC(-);FII(36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.112936	5.516872
NZ_CP060753.1	2020-09-03	0.5266295533248586	Homo sapiens		bile	68439	China:Shanghai		circular	31.22	121.46		IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~14);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8538833	3.686583
NZ_CP060752.1	2020-09-03	0.4793623331685615	Homo sapiens		bile	32368	China:Shanghai		circular	31.22	121.46		IncFII(pMET)_1, EU383016, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-0.050804405999999996	-2.1127849
NZ_CP060751.1	2020-09-03	0.5147356316943847	Homo sapiens		bile	93922	China:Shanghai		circular	31.22	121.46		IncFIB(K)_1, JN233704, |IncFIA(HI1)_1, AF250878, |IncN_1, AY046276, 	IncF RST(F-:A18:B-):FIA(18);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncN MLST(-):repN(1);traJ(-);korA(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	2.293255	-0.52042145
NZ_CP060383.1	2022-02-19	0.505798801604417	Homo sapiens		urine	142357	Slovenia: Ljubljana		circular	46.1512	14.9955		IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(58?);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.494813	2.6106717999999995
NZ_CP060076.1	2020-08-28	0.5079824970481133	Homo sapiens		feces from healthy individual	100783	Germany	isolate	circular	51.0834196	10.4234469	Germany	IncFIB(K)_1, JN233704, |IncFIA(HI1)_1, AF250878, 	IncF RST(F-:A-:B-):FIA(~13);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.77078575	1.1273052
NZ_CP059948.1	2020-08-13	0.5085627901954433	Turkey			138915	Canada	fecal	circular	61.0666922	-107.9917071	Canada	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFII(pSE11)_1, AP009242, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.879217	4.5866675
NZ_CP059930.1	2022-06-12	0.5353351410303874	Turkey			99943	Canada	fecal	circular	61.0666922	-107.9917071	Canada	IncFIB(K)_1, JN233704, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	2.0341058000000003	0.24085863
NZ_CP059918.1	2020-08-13	0.4983918932776477	Turkey			214538	Canada	fecal	circular	61.0666922	-107.9917071	Canada	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(--:A27:B-):FIA(27);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-9.061372	3.0222394
NZ_CP059908.1	2020-08-13	0.4956257663315933	Turkey			193291	Canada	fecal	circular	61.0666922	-107.9917071	Canada	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(38?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.876892	3.0377123
NZ_CP059841.1	2020-08-12	0.4799229837582683	Homo sapiens		stool	96603	United Kingdom: Taunton		circular	51.0153	-3.1068		IncFII(pCoo)_1, CR942285, |IncFIB(pB171)_1, AB024946, 	IncF RST(F13:A-:B23):FIA(-);FIB(23);FIC(6?);FII(13);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.7933974	2.9507763
NZ_CP059839.1	2021-05-12	0.4775753456249165	swine		liver	82387	China:Yangling	whole organism	circular	34.271725	108.08001829999999	China,Yangling	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B53):FIA(-);FIB(53);FIC(1);FII(89);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.908436	3.3829057000000002
NZ_CP059718.1	2020-08-12	0.5254815898561327	Paguma larvata		feces	73818	China:GuangXi	cell culture	circular	24	109	China,GuangXi	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F40:A-:B-):FIA(-);FIB(-);FIC(-);FII(40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4851527	4.3816733
NZ_CP059340.1	2023-09-03	0.55189046297165	Homo sapiens		urine	181199	Australia: Northern Territory		circular	-19.851610100000002	133.2303375	Australia,Northern Territory	IncFIA_1, AP001918, |Col156_1, NC_009781, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B10):FIA(1,6);FIB(10);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.349426	5.358022
NZ_CP059333.1	2023-09-03	0.5169881149964708	Homo sapiens		urine	104838	Australia: New South Wales		circular	-31.875983500000004	147.2869493	Australia,New South Wales	IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, 	IncF RST(F-:A-:B20):FIA(1,6);FIB(20);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4861994	5.7170095000000005
NZ_CP059285.1	2020-08-03	0.5027200771425128			chicken meat	124445	China: Sichuan		circular	38.37	103.59		IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(F46:A-:B-):FIA(-);FIB(20?);FIC(~4);FII(46);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.1125746	3.2744431
NZ_CP059284.1	2020-08-03	0.4630924304421134			chicken meat	190381	China: Sichuan		circular	38.37	103.59		IncFIA(HI1)_1, AF250878, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(17):HCM1_043(4);HCM1_064(1);HCM1_099(1);HCM1_116(5);HCM1_178ac(1);HCM1_259(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.549759	-6.4611206
NZ_CP059282.1	2020-08-03	0.5155254720342002			water	140350	Italy: Lodi		circular	45.3	9.5		IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |Col156_1, NC_009781, 	IncF RST(F1:A-:B16):FIA(1,6);FIB(16);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.6113605	5.69493
